,Unnamed: 0.1,Unnamed: 0,Bewohner,Eintrag,Miete,Größe,Stadtteil,frei ab,frei bis,Unnamed: 8,Lease term,EUR / SQM,Name,Neighbourhood,frei bis (Year - Month),Latitude,Longitude
1201,1201,,,09.04.2023,790.0,18,Berlin  Pankow,2023-04-15,2023-06-30,,2.0,43.888888888888886,09.04.2023-790.0-43.888888888888886 Berlin  Pankow,Pankow,2023-06,52.5979174,13.435316
1202,1202,,,08.04.2023,880.0,24,Berlin  Mitte,2023-04-08,2025-04-14,,24.0,36.666666666666664,08.04.2023-880.0-36.666666666666664 Berlin  Mitte,Mitte,2025-04,52.5178855,13.4040601
1203,1203,,,08.04.2023,425.0,24,Berlin  Schönhauser alle,2023-05-16,2023-06-05,,1.0,17.708333333333332,08.04.2023-425.0-17.708333333333332 Berlin  Schönhauser alle,Berlin,2023-06,52.5170365,13.3888599
1204,1204,,,08.04.2023,450.0,36,Berlin  Friedenau,2023-05-01,2023-08-31,,3.0,12.5,08.04.2023-450.0-12.5 Berlin  Friedenau,Berlin,2023-08,52.5170365,13.3888599
1205,1205,,,08.04.2023,550.0,12,Berlin  Kreuzberg,2023-06-01,2024-07-30,,13.0,45.833333333333336,08.04.2023-550.0-45.833333333333336 Berlin  Kreuzberg,Kreuzberg,2024-07,52.4976443,13.411914
1206,1206,,,08.04.2023,850.0,20,Berlin  1,2024-01-01,2024-03-01,,2.0,42.5,08.04.2023-850.0-42.5 Berlin  1,Berlin,2024-03,52.5170365,13.3888599
1207,1207,,,08.04.2023,580.0,20,Berlin  Französisch Buchholz,2023-05-01,,,,29.0,08.04.2023-580.0-29.0 Berlin  Französisch Buchholz,Buch,,50.2051609,7.8759628
1208,1208,,,08.04.2023,140.0,30,Berlin  Kreuzberg,2023-04-11,2023-04-16,,0.0,4.666666666666667,08.04.2023-140.0-4.666666666666667 Berlin  Kreuzberg,Kreuzberg,2023-04,52.4976443,13.411914
1209,1209,,,08.04.2023,430.0,15,Berlin,2023-04-15,,,,28.666666666666668,08.04.2023-430.0-28.666666666666668 Berlin,Berlin,,52.5170365,13.3888599
1210,1210,,,23.04.2023,490.0,19,Zimmer von HousingAnywhere*,2023-04-24,,,,25.789473684210527,23.04.2023-490.0-25.789473684210527 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1211,1211,,,23.04.2023,440.0,16,Zimmer von Spotahome*,2023-04-24,,,,27.5,23.04.2023-440.0-27.5 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1212,1212,,,08.04.2023,430.0,15,Berlin  Niederschönhausen,2023-04-15,2023-09-01,,5.0,28.666666666666668,08.04.2023-430.0-28.666666666666668 Berlin  Niederschönhausen,Niederschönhausen,2023-09,52.5858062,13.401397
1213,1213,,,08.04.2023,390.0,16,Berlin  Baumschulenweg,2023-05-01,,,,24.375,08.04.2023-390.0-24.375 Berlin  Baumschulenweg,Berlin,,52.5170365,13.3888599
1214,1214,,,08.04.2023,411.0,19,Berlin  Friedrichshain,2023-05-06,,,,21.63157894736842,08.04.2023-411.0-21.63157894736842 Berlin  Friedrichshain,Friedrichshain,,52.5122154,13.4502904
1215,1215,,,08.04.2023,300.0,13,Berlin,2023-05-03,2023-05-14,,0.0,23.076923076923077,08.04.2023-300.0-23.076923076923077 Berlin,Berlin,2023-05,52.5170365,13.3888599
1216,1216,,,08.04.2023,550.0,20,Berlin  Neukölln,2023-05-01,,,,27.5,08.04.2023-550.0-27.5 Berlin  Neukölln,Neukölln,,52.4811497,13.4353501
1217,1217,,,08.04.2023,367.0,16,Berlin  Friedrichshagen,2023-04-15,,,,22.9375,08.04.2023-367.0-22.9375 Berlin  Friedrichshagen,Berlin,,52.5170365,13.3888599
1218,1218,,,08.04.2023,650.0,12,Berlin  Köpenick,2023-05-15,2024-03-01,,10.0,54.166666666666664,08.04.2023-650.0-54.166666666666664 Berlin  Köpenick,Köpenick,2024-03,52.4539099,13.5764126
1219,1219,,,08.04.2023,600.0,12,Berlin  Moabit,2023-04-09,2023-08-31,,4.0,50.0,08.04.2023-600.0-50.0 Berlin  Moabit,Moabit,2023-08,52.5301017,13.3425422
1220,1220,,,08.04.2023,750.0,30,Berlin  Tempelhof,2023-05-09,,,,25.0,08.04.2023-750.0-25.0 Berlin  Tempelhof,Tempelhof,,52.4632921,13.3864477
1221,1221,,,08.04.2023,750.0,30,Berlin  Prenzlauer Berg,2023-04-15,2023-11-15,,7.0,25.0,08.04.2023-750.0-25.0 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-11,52.5398466,13.4285652
1222,1222,,,08.04.2023,600.0,19,Berlin  Wedding,2023-04-15,2023-06-01,,2.0,31.57894736842105,08.04.2023-600.0-31.57894736842105 Berlin  Wedding,Wedding,2023-06,52.550123,13.34197
1223,1223,,,08.04.2023,322.0,11,Berlin  Pankow,2023-05-01,2026-05-01,,36.0,29.272727272727273,08.04.2023-322.0-29.272727272727273 Berlin  Pankow,Pankow,2026-05,52.5979174,13.435316
1224,1224,,,08.04.2023,650.0,18,Berlin  Treptow,2023-05-01,2023-11-01,,6.0,36.111111111111114,08.04.2023-650.0-36.111111111111114 Berlin  Treptow,Treptow,2023-11,54.0627026,15.2657157
1225,1225,,,07.04.2023,650.0,45,Berlin  Steglitz,2023-05-01,2023-06-01,,1.0,14.444444444444445,07.04.2023-650.0-14.444444444444445 Berlin  Steglitz,Steglitz,2023-06,52.4572569,13.3222865
1226,1226,,,07.04.2023,790.0,55,Berlin,2023-04-08,2023-07-30,,3.0,14.363636363636363,07.04.2023-790.0-14.363636363636363 Berlin,Berlin,2023-07,52.5170365,13.3888599
1227,1227,,,07.04.2023,590.0,11,Berlin  Neu-Tempelhof,2023-04-15,2023-06-30,,2.0,53.63636363636363,07.04.2023-590.0-53.63636363636363 Berlin  Neu-Tempelhof,Tempelhof,2023-06,52.4632921,13.3864477
1228,1228,,,07.04.2023,600.0,25,Berlin  Steglitz,2023-05-01,2023-08-01,,3.0,24.0,07.04.2023-600.0-24.0 Berlin  Steglitz,Steglitz,2023-08,52.4572569,13.3222865
1229,1229,,,07.04.2023,720.0,19,Berlin  Neukölln,2023-04-07,,,,37.89473684210526,07.04.2023-720.0-37.89473684210526 Berlin  Neukölln,Neukölln,,52.4811497,13.4353501
1230,1230,,,07.04.2023,800.0,20,Berlin  Wedding,2023-04-16,2023-05-12,,1.0,40.0,07.04.2023-800.0-40.0 Berlin  Wedding,Wedding,2023-05,52.550123,13.34197
1231,1231,,,07.04.2023,700.0,25,Berlin  Friedrichshain,2023-08-01,,,,28.0,07.04.2023-700.0-28.0 Berlin  Friedrichshain,Friedrichshain,,52.5122154,13.4502904
1232,1232,,,23.04.2023,520.0,23,Zimmer von HousingAnywhere*,2023-04-24,,,,22.608695652173914,23.04.2023-520.0-22.608695652173914 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1233,1233,,,23.04.2023,480.0,21,Zimmer von Spotahome*,2023-04-24,,,,22.857142857142858,23.04.2023-480.0-22.857142857142858 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1234,1234,,,07.04.2023,650.0,25,Berlin  Friedrichshain,2023-05-10,2023-05-29,,0.0,26.0,07.04.2023-650.0-26.0 Berlin  Friedrichshain,Friedrichshain,2023-05,52.5122154,13.4502904
1235,1235,,,07.04.2023,581.0,25,Berlin  Neukölln,2023-04-17,2023-05-24,,1.0,23.24,07.04.2023-581.0-23.24 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
1236,1236,,,07.04.2023,580.0,19,Berlin  Wilmersdorf,2023-04-10,,,,30.526315789473685,07.04.2023-580.0-30.526315789473685 Berlin  Wilmersdorf,Wilmersdorf,,52.4871152,13.3203298
1237,1237,,,07.04.2023,600.0,22,Berlin  Wilmersdorf,2023-04-10,,,,27.272727272727273,07.04.2023-600.0-27.272727272727273 Berlin  Wilmersdorf,Wilmersdorf,,52.4871152,13.3203298
1238,1238,,,07.04.2023,1400.0,20,Berlin  Prenzlauer Berg,2023-06-01,,,,70.0,07.04.2023-1400.0-70.0 Berlin  Prenzlauer Berg,Prenzlauer Berg,,52.5398466,13.4285652
1239,1239,,,07.04.2023,900.0,18,Berlin,2023-04-07,,,,50.0,07.04.2023-900.0-50.0 Berlin,Berlin,,52.5170365,13.3888599
1240,1240,,,07.04.2023,100.0,17,Berlin  Weißensee,2023-04-05,2023-04-12,,0.0,5.882352941176471,07.04.2023-100.0-5.882352941176471 Berlin  Weißensee,Weißensee,2023-04,52.5546193,13.4630018
1241,1241,,,07.04.2023,600.0,10,Berlin  Moabit,2023-04-15,,,,60.0,07.04.2023-600.0-60.0 Berlin  Moabit,Moabit,,52.5301017,13.3425422
1242,1242,,,07.04.2023,425.0,25,Berlin  Reinickendorf,2023-05-01,,,,17.0,07.04.2023-425.0-17.0 Berlin  Reinickendorf,Reinickendorf,,52.6047631,13.2952872
1243,1243,,,07.04.2023,650.0,21,Berlin  Köpenick,2023-05-01,2024-04-30,,11.0,30.952380952380953,07.04.2023-650.0-30.952380952380953 Berlin  Köpenick,Köpenick,2024-04,52.4539099,13.5764126
1244,1244,,,07.04.2023,1112.0,44,Berlin  Lichterfelde,2023-05-01,,,,25.272727272727273,07.04.2023-1112.0-25.272727272727273 Berlin  Lichterfelde,Lichterfelde,,52.437293,13.3138645
1245,1245,,,07.04.2023,620.0,23,Berlin  Berlin,2023-04-07,,,,26.956521739130434,07.04.2023-620.0-26.956521739130434 Berlin  Berlin,Berlin,,52.5170365,13.3888599
1246,1246,,,07.04.2023,650.0,19,Berlin  Neukölln,2023-04-15,2023-05-15,,1.0,34.21052631578947,07.04.2023-650.0-34.21052631578947 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
1247,1247,,,07.04.2023,590.0,13,Berlin  Kaulsdorf,2023-05-01,2023-12-31,,7.0,45.38461538461539,07.04.2023-590.0-45.38461538461539 Berlin  Kaulsdorf,Berlin,2023-12,52.5170365,13.3888599
1248,1248,,,06.04.2023,220.0,17,Berlin  Kreuzberg,2023-04-07,2023-05-05,,1.0,12.941176470588236,06.04.2023-220.0-12.941176470588236 Berlin  Kreuzberg,Kreuzberg,2023-05,52.4976443,13.411914
1249,1249,,,06.04.2023,680.0,26,Berlin  Spandau,2023-04-15,,,,26.153846153846153,06.04.2023-680.0-26.153846153846153 Berlin  Spandau,Spandau,,52.535788,13.1977924
1250,1250,,,06.04.2023,480.0,12,Berlin  Treptow,2023-04-15,2023-10-31,,6.0,40.0,06.04.2023-480.0-40.0 Berlin  Treptow,Treptow,2023-10,54.0627026,15.2657157
1251,1251,,,06.04.2023,650.0,20,Berlin  Prenzlauer Berg,2023-05-01,2023-05-31,,0.0,32.5,06.04.2023-650.0-32.5 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-05,52.5398466,13.4285652
1252,1252,,,06.04.2023,590.0,18,Berlin  Mitte,2023-02-25,2025-09-01,,31.0,32.77777777777778,06.04.2023-590.0-32.77777777777778 Berlin  Mitte,Mitte,2025-09,52.5178855,13.4040601
1253,1253,,,06.04.2023,560.0,28,Berlin  Neukölln,2023-04-12,2023-05-04,,1.0,20.0,06.04.2023-560.0-20.0 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
1254,1254,,,23.04.2023,510.0,13,Zimmer von HousingAnywhere*,2023-04-24,,,,39.23076923076923,23.04.2023-510.0-39.23076923076923 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1255,1255,,,23.04.2023,470.0,21,Zimmer von Spotahome*,2023-04-24,,,,22.38095238095238,23.04.2023-470.0-22.38095238095238 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1256,1256,,,06.04.2023,700.0,40,Berlin  Kreuzberg Gneisenaustra?e ...,2023-04-06,2023-04-30,,0.0,17.5,06.04.2023-700.0-17.5 Berlin  Kreuzberg Gneisenaustra?e ...,Kreuzberg,2023-04,52.4976443,13.411914
1257,1257,,,06.04.2023,550.0,14,Berlin  Lichtenberg/Fennpfuhl/Prenz...,2023-06-01,,,,39.285714285714285,06.04.2023-550.0-39.285714285714285 Berlin  Lichtenberg/Fennpfuhl/Prenz...,Lichtenberg,,48.9212959,7.4812268
1258,1258,,,06.04.2023,350.0,25,Berlin  Weißensee,2023-04-06,2023-04-21,,0.0,14.0,06.04.2023-350.0-14.0 Berlin  Weißensee,Weißensee,2023-04,52.5546193,13.4630018
1259,1259,,,06.04.2023,550.0,30,Berlin  Neukölln,2023-04-29,2023-07-31,,3.0,18.333333333333332,06.04.2023-550.0-18.333333333333332 Berlin  Neukölln,Neukölln,2023-07,52.4811497,13.4353501
1260,1260,,,06.04.2023,970.0,25,Berlin  Mitte,2023-04-06,,,,38.8,06.04.2023-970.0-38.8 Berlin  Mitte,Mitte,,52.5178855,13.4040601
1261,1261,,,06.04.2023,650.0,28,Berlin  Berlin,2023-04-16,2023-05-13,,1.0,23.214285714285715,06.04.2023-650.0-23.214285714285715 Berlin  Berlin,Berlin,2023-05,52.5170365,13.3888599
1262,1262,,,06.04.2023,490.0,20,Berlin  Berlin,2023-04-10,,,,24.5,06.04.2023-490.0-24.5 Berlin  Berlin,Berlin,,52.5170365,13.3888599
1263,1263,,,06.04.2023,550.0,30,Berlin  Neukölln,2023-07-01,2023-09-30,,2.0,18.333333333333332,06.04.2023-550.0-18.333333333333332 Berlin  Neukölln,Neukölln,2023-09,52.4811497,13.4353501
1264,1264,,,06.04.2023,380.0,10,Berlin  Wedding,2023-04-14,2023-08-31,,4.0,38.0,06.04.2023-380.0-38.0 Berlin  Wedding,Wedding,2023-08,52.550123,13.34197
1265,1265,,,06.04.2023,370.0,10,Berlin  Neukölln,2023-05-01,,,,37.0,06.04.2023-370.0-37.0 Berlin  Neukölln,Neukölln,,52.4811497,13.4353501
1266,1266,,,06.04.2023,650.0,23,Berlin  Schöneberg,2023-04-15,2023-05-21,,1.0,28.26086956521739,06.04.2023-650.0-28.26086956521739 Berlin  Schöneberg,Schöneberg,2023-05,52.482157,13.3551901
1267,1267,,,06.04.2023,640.0,16,Berlin,2023-04-05,2023-06-01,,2.0,40.0,06.04.2023-640.0-40.0 Berlin,Berlin,2023-06,52.5170365,13.3888599
1268,1268,,,06.04.2023,150.0,22,Berlin  Wedding,2023-05-14,2023-05-21,,0.0,6.818181818181818,06.04.2023-150.0-6.818181818181818 Berlin  Wedding,Wedding,2023-05,52.550123,13.34197
1269,1269,,,06.04.2023,810.0,20,Berlin  Neukölln,2023-05-01,2023-10-31,,5.0,40.5,06.04.2023-810.0-40.5 Berlin  Neukölln,Neukölln,2023-10,52.4811497,13.4353501
1270,1270,,,06.04.2023,900.0,23,Berlin  Neukölln,2023-04-16,2023-06-30,,2.0,39.130434782608695,06.04.2023-900.0-39.130434782608695 Berlin  Neukölln,Neukölln,2023-06,52.4811497,13.4353501
1271,1271,,,06.04.2023,445.0,14,Berlin  Wedding,2023-04-15,,,,31.785714285714285,06.04.2023-445.0-31.785714285714285 Berlin  Wedding,Wedding,,52.550123,13.34197
1272,1272,,,06.04.2023,1000.0,30,Berlin  Friedrichshain,2023-05-01,2023-06-15,,1.0,33.333333333333336,06.04.2023-1000.0-33.333333333333336 Berlin  Friedrichshain,Friedrichshain,2023-06,52.5122154,13.4502904
1273,1273,,,06.04.2023,450.0,18,Berlin  Neukölln,2023-04-15,2023-04-30,,0.0,25.0,06.04.2023-450.0-25.0 Berlin  Neukölln,Neukölln,2023-04,52.4811497,13.4353501
1274,1274,,,05.04.2023,650.0,14,Berlin  Neukölln,2023-05-04,2023-06-20,,1.0,46.42857142857143,05.04.2023-650.0-46.42857142857143 Berlin  Neukölln,Neukölln,2023-06,52.4811497,13.4353501
1275,1275,,,05.04.2023,750.0,15,Berlin  Zehlendorf,2023-05-01,2023-08-31,,3.0,50.0,05.04.2023-750.0-50.0 Berlin  Zehlendorf,Zehlendorf,2023-08,52.4343217,13.2589298
1276,1276,,,23.04.2023,460.0,23,Zimmer von HousingAnywhere*,2023-04-24,,,,20.0,23.04.2023-460.0-20.0 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1277,1277,,,23.04.2023,420.0,21,Zimmer von Spotahome*,2023-04-24,,,,20.0,23.04.2023-420.0-20.0 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1278,1278,,,05.04.2023,40.0,14,Berlin  Treptow,2023-04-06,2023-04-15,,0.0,2.857142857142857,05.04.2023-40.0-2.857142857142857 Berlin  Treptow,Treptow,2023-04,54.0627026,15.2657157
1279,1279,,,05.04.2023,600.0,10,Berlin  Prenzlauer Berg,2023-04-05,2024-04-01,,12.0,60.0,05.04.2023-600.0-60.0 Berlin  Prenzlauer Berg,Prenzlauer Berg,2024-04,52.5398466,13.4285652
1280,1280,,,05.04.2023,900.0,18,Berlin  Mitte,2023-04-07,,,,50.0,05.04.2023-900.0-50.0 Berlin  Mitte,Mitte,,52.5178855,13.4040601
1281,1281,,,05.04.2023,750.0,12,Berlin  Tempelhof,2023-05-01,2023-07-01,,2.0,62.5,05.04.2023-750.0-62.5 Berlin  Tempelhof,Tempelhof,2023-07,52.4632921,13.3864477
1282,1282,,,05.04.2023,310.0,17,Berlin  Charlottenburg-Wilmersdorf,2023-04-15,,,,18.235294117647058,05.04.2023-310.0-18.235294117647058 Berlin  Charlottenburg-Wilmersdorf,Charlottenburg,,52.515747,13.3096834
1283,1283,,,05.04.2023,900.0,15,Berlin  Friedrichshain,2023-05-01,,,,60.0,05.04.2023-900.0-60.0 Berlin  Friedrichshain,Friedrichshain,,52.5122154,13.4502904
1284,1284,,,05.04.2023,970.0,25,Berlin  Mitte,2023-04-05,,,,38.8,05.04.2023-970.0-38.8 Berlin  Mitte,Mitte,,52.5178855,13.4040601
1285,1285,,,05.04.2023,600.0,18,Berlin  Mitte,2023-07-01,,,,33.333333333333336,05.04.2023-600.0-33.333333333333336 Berlin  Mitte,Mitte,,52.5178855,13.4040601
1286,1286,,,05.04.2023,350.0,22,Berlin  Tempelhof-Schöneberg,2023-04-05,2023-04-25,,0.0,15.909090909090908,05.04.2023-350.0-15.909090909090908 Berlin  Tempelhof-Schöneberg,Schöneberg,2023-04,52.482157,13.3551901
1287,1287,,,05.04.2023,400.0,12,Berlin  Rudow,2023-05-01,2023-08-01,,3.0,33.333333333333336,05.04.2023-400.0-33.333333333333336 Berlin  Rudow,Berlin,2023-08,52.5170365,13.3888599
1288,1288,,,05.04.2023,457.0,11,Berlin  Steglitz-Zehlendorf,2023-04-05,2023-11-30,,7.0,41.54545454545455,05.04.2023-457.0-41.54545454545455 Berlin  Steglitz-Zehlendorf,Steglitz,2023-11,52.4572569,13.3222865
1289,1289,,,05.04.2023,650.0,18,Berlin  Charlottenburg,2023-04-05,2023-09-30,,5.0,36.111111111111114,05.04.2023-650.0-36.111111111111114 Berlin  Charlottenburg,Charlottenburg,2023-09,52.515747,13.3096834
1290,1290,,,05.04.2023,390.0,15,Berlin,2023-04-06,2023-04-27,,0.0,26.0,05.04.2023-390.0-26.0 Berlin,Berlin,2023-04,52.5170365,13.3888599
1291,1291,,,05.04.2023,500.0,11,Berlin  Kreuzberg,2023-05-01,2023-06-01,,1.0,45.45454545454545,05.04.2023-500.0-45.45454545454545 Berlin  Kreuzberg,Kreuzberg,2023-06,52.4976443,13.411914
1292,1292,,,05.04.2023,50.0,20,Berlin,2023-06-18,2023-09-18,,3.0,2.5,05.04.2023-50.0-2.5 Berlin,Berlin,2023-09,52.5170365,13.3888599
1293,1293,,,05.04.2023,600.0,18,Berlin  Berlin,2023-04-10,2023-04-30,,0.0,33.333333333333336,05.04.2023-600.0-33.333333333333336 Berlin  Berlin,Berlin,2023-04,52.5170365,13.3888599
1294,1294,,,05.04.2023,350.0,16,Berlin  Hellersdorf,2023-05-01,2023-07-01,,2.0,21.875,05.04.2023-350.0-21.875 Berlin  Hellersdorf,Hellersdorf,2023-07,52.5366956,13.6048728
1295,1295,,,05.04.2023,700.0,20,Berlin  Kladow,2023-04-21,2023-05-20,,1.0,35.0,05.04.2023-700.0-35.0 Berlin  Kladow,Berlin,2023-05,52.5170365,13.3888599
1296,1296,,,05.04.2023,483.0,22,Berlin  Wilmersdorf,2023-04-10,,,,21.954545454545453,05.04.2023-483.0-21.954545454545453 Berlin  Wilmersdorf,Wilmersdorf,,52.4871152,13.3203298
1297,1297,,,05.04.2023,950.0,16,Berlin  Steglitz,2023-04-15,2024-04-05,,12.0,59.375,05.04.2023-950.0-59.375 Berlin  Steglitz,Steglitz,2024-04,52.4572569,13.3222865
1298,1298,,,23.04.2023,500.0,24,Zimmer von HousingAnywhere*,2023-04-24,,,,20.833333333333332,23.04.2023-500.0-20.833333333333332 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1299,1299,,,23.04.2023,460.0,19,Zimmer von Spotahome*,2023-04-24,,,,24.210526315789473,23.04.2023-460.0-24.210526315789473 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1300,1300,,,05.04.2023,1000.0,27,Berlin  Moabit,2024-01-01,,,,37.03703703703704,05.04.2023-1000.0-37.03703703703704 Berlin  Moabit,Moabit,,52.5301017,13.3425422
1301,1301,,,05.04.2023,700.0,18,Berlin  Wilmersdorf,2023-06-01,2023-10-01,,4.0,38.888888888888886,05.04.2023-700.0-38.888888888888886 Berlin  Wilmersdorf,Wilmersdorf,2023-10,52.4871152,13.3203298
1302,1302,,,05.04.2023,600.0,12,Berlin  Steglitz,2023-04-05,,,,50.0,05.04.2023-600.0-50.0 Berlin  Steglitz,Steglitz,,52.4572569,13.3222865
1303,1303,,,04.04.2023,400.0,17,Berlin  Charlottenburg-Wilmersdorf,2023-04-15,2023-07-15,,3.0,23.529411764705884,04.04.2023-400.0-23.529411764705884 Berlin  Charlottenburg-Wilmersdorf,Charlottenburg,2023-07,52.515747,13.3096834
1304,1304,,,04.04.2023,860.0,32,Berlin  Schöneberg,2023-05-01,,,,26.875,04.04.2023-860.0-26.875 Berlin  Schöneberg,Schöneberg,,52.482157,13.3551901
1305,1305,,,04.04.2023,550.0,20,Berlin  Lichtenberg,2023-04-10,2023-07-31,,3.0,27.5,04.04.2023-550.0-27.5 Berlin  Lichtenberg,Lichtenberg,2023-07,48.9212959,7.4812268
1306,1306,,,04.04.2023,700.0,15,Berlin  Prenzlauer Berg,2023-04-04,2023-09-30,,5.0,46.666666666666664,04.04.2023-700.0-46.666666666666664 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-09,52.5398466,13.4285652
1307,1307,,,04.04.2023,580.0,17,Berlin  Charlottenburg-Wilmersdorf,2023-04-15,2023-08-31,,4.0,34.11764705882353,04.04.2023-580.0-34.11764705882353 Berlin  Charlottenburg-Wilmersdorf,Charlottenburg,2023-08,52.515747,13.3096834
1308,1308,,,04.04.2023,650.0,26,Berlin  Friedrichshain,2023-04-04,2023-05-31,,1.0,25.0,04.04.2023-650.0-25.0 Berlin  Friedrichshain,Friedrichshain,2023-05,52.5122154,13.4502904
1309,1309,,,04.04.2023,35.0,26,Berlin  Friedrichshain,2023-04-04,2023-05-31,,1.0,1.3461538461538463,04.04.2023-35.0-1.3461538461538463 Berlin  Friedrichshain,Friedrichshain,2023-05,52.5122154,13.4502904
1310,1310,,,04.04.2023,650.0,20,Berlin  Neukölln,2023-04-14,2023-05-28,,1.0,32.5,04.04.2023-650.0-32.5 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
1311,1311,,,04.04.2023,550.0,10,Berlin  Friedrichsfelde,2023-06-01,,,,55.0,04.04.2023-550.0-55.0 Berlin  Friedrichsfelde,Berlin,,52.5170365,13.3888599
1312,1312,,,04.04.2023,700.0,16,Berlin  Neukölln,2023-04-15,2023-10-15,,6.0,43.75,04.04.2023-700.0-43.75 Berlin  Neukölln,Neukölln,2023-10,52.4811497,13.4353501
1313,1313,,,04.04.2023,900.0,20,Berlin  Friedrichshain,2023-04-15,,,,45.0,04.04.2023-900.0-45.0 Berlin  Friedrichshain,Friedrichshain,,52.5122154,13.4502904
1314,1314,,,04.04.2023,550.0,16,Berlin  Marienfelde,2023-04-15,,,,34.375,04.04.2023-550.0-34.375 Berlin  Marienfelde,Marienfelde,,52.4125766,13.3665916
1315,1315,,,04.04.2023,536.0,25,Berlin  Treptow,2023-05-19,2023-06-16,,1.0,21.44,04.04.2023-536.0-21.44 Berlin  Treptow,Treptow,2023-06,54.0627026,15.2657157
1316,1316,,,04.04.2023,520.0,22,Berlin  Wilmersdorf,2023-04-10,,,,23.636363636363637,04.04.2023-520.0-23.636363636363637 Berlin  Wilmersdorf,Wilmersdorf,,52.4871152,13.3203298
1317,1317,,,04.04.2023,520.0,18,Berlin  Mitte,2023-05-01,2023-08-01,,3.0,28.88888888888889,04.04.2023-520.0-28.88888888888889 Berlin  Mitte,Mitte,2023-08,52.5178855,13.4040601
1318,1318,,,04.04.2023,350.0,15,Berlin  Wedding,2023-04-11,2023-04-25,,0.0,23.333333333333332,04.04.2023-350.0-23.333333333333332 Berlin  Wedding,Wedding,2023-04,52.550123,13.34197
1319,1319,,,04.04.2023,650.0,28,Berlin,2023-04-04,2023-04-10,,0.0,23.214285714285715,04.04.2023-650.0-23.214285714285715 Berlin,Berlin,2023-04,52.5170365,13.3888599
1320,1320,,,23.04.2023,450.0,20,Zimmer von HousingAnywhere*,2023-04-24,,,,22.5,23.04.2023-450.0-22.5 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1321,1321,,,23.04.2023,430.0,24,Zimmer von Spotahome*,2023-04-24,,,,17.916666666666668,23.04.2023-430.0-17.916666666666668 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1322,1322,,,04.04.2023,800.0,25,Berlin  Berlin,2023-05-01,,,,32.0,04.04.2023-800.0-32.0 Berlin  Berlin,Berlin,,52.5170365,13.3888599
1323,1323,,,04.04.2023,750.0,15,Berlin  Prenzlauer Berg,2023-04-09,2023-06-04,,2.0,50.0,04.04.2023-750.0-50.0 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-06,52.5398466,13.4285652
1324,1324,,,04.04.2023,300.0,19,Berlin  Kreuzberg,2023-04-04,2023-04-16,,0.0,15.789473684210526,04.04.2023-300.0-15.789473684210526 Berlin  Kreuzberg,Kreuzberg,2023-04,52.4976443,13.411914
1325,1325,,,04.04.2023,400.0,15,Berlin  Kreuzberg,2023-04-04,2023-04-30,,0.0,26.666666666666668,04.04.2023-400.0-26.666666666666668 Berlin  Kreuzberg,Kreuzberg,2023-04,52.4976443,13.411914
1326,1326,,,04.04.2023,850.0,23,Berlin  Prenzlauer Berg,2023-04-10,,,,36.95652173913044,04.04.2023-850.0-36.95652173913044 Berlin  Prenzlauer Berg,Prenzlauer Berg,,52.5398466,13.4285652
1327,1327,,,04.04.2023,700.0,25,Berlin  Charlottenburg-Wilmersdorf,2023-04-04,2023-09-01,,5.0,28.0,04.04.2023-700.0-28.0 Berlin  Charlottenburg-Wilmersdorf,Charlottenburg,2023-09,52.515747,13.3096834
1328,1328,,,04.04.2023,500.0,24,Berlin  Pankow / Prenzlauer Berg,2023-04-20,2023-05-20,,1.0,20.833333333333332,04.04.2023-500.0-20.833333333333332 Berlin  Pankow / Prenzlauer Berg,Pankow,2023-05,52.5979174,13.435316
1329,1329,,,04.04.2023,500.0,18,Berlin  Weißensee,2023-04-15,2023-06-30,,2.0,27.77777777777778,04.04.2023-500.0-27.77777777777778 Berlin  Weißensee,Weißensee,2023-06,52.5546193,13.4630018
1330,1330,,,04.04.2023,500.0,24,Berlin,2023-04-20,2023-05-18,,1.0,20.833333333333332,04.04.2023-500.0-20.833333333333332 Berlin,Berlin,2023-05,52.5170365,13.3888599
