,Unnamed: 0,index,Link,Posting Date,Location,City,Neighbourhood (Dirty),Address,Price,Pure rent,Service Charge,Other Charge,Size,Date From,Date To,DataFrame,Deposit,Lease term,EUR / SQM,Name,Neighbourhood,Date To (Year - Month),Latitude,Longitude
463,463,10003518,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10003518.html,23.04.2023,"Berlin
                                                                    Buch",Berlin,                                                                   Buch,Muster Str. 1,450.0,5000,5000,5000,13,2023-05-01,2024-05-01,20230424,5000,12.0,34.61538461538461,23.04.2023-450.0-34.61538461538461 Berlin,Buch,2024-05,50.2051609,7.8759628
464,464,10025458,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10025458.html,23.04.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,450.0,5000,5000,5000,12,2023-06-01,,20230424,5000,,37.5,23.04.2023-450.0-37.5 Berlin,Berlin,,52.5170365,13.3888599
465,465,6560902,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.6560902.html,23.04.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,575.0,5000,5000,5000,18,2023-06-01,,20230424,5000,,31.944444444444443,23.04.2023-575.0-31.944444444444443 Berlin,Mitte,,52.5178855,13.4040601
466,466,9779674,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9779674.html,23.04.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,460.0,5000,5000,5000,20,2023-04-23,2024-05-01,20230424,5000,13.0,23.0,23.04.2023-460.0-23.0 Berlin,Berlin,2024-05,52.5170365,13.3888599
467,467,9842689,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9842689.html,23.04.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,700.0,5000,5000,5000,50,2023-06-03,2023-06-17,20230424,5000,0.0,14.0,23.04.2023-700.0-14.0 Berlin,Prenzlauer Berg,2023-06,52.5398466,13.4285652
468,468,7992283,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.7992283.html,23.04.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,130.0,5000,5000,5000,14,2023-05-01,2023-05-09,20230424,5000,0.0,9.285714285714286,23.04.2023-130.0-9.285714285714286 Berlin,Friedrichshain,2023-05,52.5122154,13.4502904
469,469,5048468,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.5048468.html,23.04.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,48.0,5000,5000,5000,100,2023-04-24,2023-05-31,20230424,5000,1.0,0.48,23.04.2023-48.0-0.48 Berlin,Kreuzberg,2023-05,52.4976443,13.411914
470,470,7992694,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.7992694.html,23.04.2023,"Berlin
                                                                    Charlottenburg-Wilmersdorf",Berlin,                                                                   Charlottenburg-Wilmersdorf,Muster Str. 1,740.0,5000,5000,5000,29,2023-08-01,2023-11-30,20230424,5000,3.0,25.517241379310345,23.04.2023-740.0-25.517241379310345 Berlin,Charlottenburg,2023-11,52.515747,13.3096834
471,471,8020520,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.8020520.html,23.04.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,550.0,5000,5000,5000,15,2023-05-10,,20230424,5000,,36.666666666666664,23.04.2023-550.0-36.666666666666664 Berlin,Schöneberg,,52.482157,13.3551901
472,472,10001789,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10001789.html,23.04.2023,"Berlin
                                                                    Charlottenburg-Wilmersdorf",Berlin,                                                                   Charlottenburg-Wilmersdorf,Muster Str. 1,720.0,5000,5000,5000,27,2023-08-01,2023-12-31,20230424,5000,4.0,26.666666666666668,23.04.2023-720.0-26.666666666666668 Berlin,Charlottenburg,2023-12,52.515747,13.3096834
473,473,4873932,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.4873932.html,23.04.2023,"Berlin
                                                                    Charlottenburg-Wilmersdorf",Berlin,                                                                   Charlottenburg-Wilmersdorf,Muster Str. 1,720.0,5000,5000,5000,27,2023-08-01,2023-11-30,20230424,5000,3.0,26.666666666666668,23.04.2023-720.0-26.666666666666668 Berlin,Charlottenburg,2023-11,52.515747,13.3096834
474,474,9924227,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichtenberg.9924227.html,23.04.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,975.0,5000,5000,5000,20,2023-04-23,2033-04-10,20230424,5000,120.0,48.75,23.04.2023-975.0-48.75 Berlin,Mitte,2033-04,52.5178855,13.4040601
475,475,7954628,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichtenberg.7954628.html,23.04.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,600.0,5000,5000,5000,20,2023-05-01,2024-05-23,20230424,5000,12.0,30.0,23.04.2023-600.0-30.0 Berlin,Charlottenburg,2024-05,52.515747,13.3096834
476,476,1861494,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.1861494.html,23.04.2023,"Berlin
                                                                    Lichtenberg",Berlin,                                                                   Lichtenberg,Muster Str. 1,650.0,5000,5000,5000,14,2023-05-11,2023-07-31,20230424,5000,2.0,46.42857142857143,23.04.2023-650.0-46.42857142857143 Berlin,Lichtenberg,2023-07,48.9212959,7.4812268
477,477,6146782,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.6146782.html,23.04.2023,"Berlin
                                                                    Lichtenberg",Berlin,                                                                   Lichtenberg,Muster Str. 1,550.0,5000,5000,5000,18,2023-06-01,2023-12-31,20230424,5000,6.0,30.555555555555557,23.04.2023-550.0-30.555555555555557 Berlin,Lichtenberg,2023-12,48.9212959,7.4812268
478,478,9851883,www.wg-gesucht.de/wg-zimmer-in-Berlin-Weissensee.9851883.html,23.04.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,700.0,5000,5000,5000,21,2023-04-23,2023-09-30,20230424,5000,5.0,33.333333333333336,23.04.2023-700.0-33.333333333333336 Berlin,Prenzlauer Berg,2023-09,52.5398466,13.4285652
479,479,8526707,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.8526707.html,23.04.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,480.0,5000,5000,5000,25,2023-06-01,2023-12-01,20230424,5000,6.0,19.2,23.04.2023-480.0-19.2 Berlin,Friedrichshain,2023-12,52.5122154,13.4502904
480,480,7563525,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.7563525.html,25.04.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,520.0,5000,5000,5000,21,2023-04-26,,20230424,5000,,24.761904761904763,25.04.2023-520.0-24.761904761904763 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
481,481,7784699,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.7784699.html,25.04.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,480.0,5000,5000,5000,21,2023-04-26,,20230424,5000,,22.857142857142858,25.04.2023-480.0-22.857142857142858 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
482,482,7511261,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.7511261.html,23.04.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,745.0,5000,5000,5000,16,2023-05-23,2023-07-02,20230424,5000,2.0,46.5625,23.04.2023-745.0-46.5625 Berlin,Friedrichshain,2023-07,52.5122154,13.4502904
483,483,10025262,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10025262.html,23.04.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,895.0,5000,5000,5000,28,2023-05-24,2023-06-30,20230424,5000,1.0,31.964285714285715,23.04.2023-895.0-31.964285714285715 Berlin,Friedrichshain,2023-06,52.5122154,13.4502904
484,484,7973412,www.wg-gesucht.de/wg-zimmer-in-Berlin-Reinickendorf.7973412.html,23.04.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,380.0,5000,5000,5000,9,2023-05-01,2029-12-31,20230424,5000,79.0,42.22222222222222,23.04.2023-380.0-42.22222222222222 Berlin,Schöneberg,2029-12,52.482157,13.3551901
485,485,10025225,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10025225.html,23.04.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,600.0,5000,5000,5000,25,2023-05-01,2023-05-24,20230424,5000,0.0,24.0,23.04.2023-600.0-24.0 Berlin,Prenzlauer Berg,2023-05,52.5398466,13.4285652
486,486,3128858,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin-Charlottenburg-Westend.3128858.html,23.04.2023,"Berlin
                                                                    Reinickendorf",Berlin,                                                                   Reinickendorf,Muster Str. 1,650.0,5000,5000,5000,24,2023-06-01,2024-11-01,20230424,5000,17.0,27.083333333333332,23.04.2023-650.0-27.083333333333332 Berlin,Reinickendorf,2024-11,52.6047631,13.2952872
487,487,9248858,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow-Naehe-Prenzlauer-Berg.9248858.html,23.04.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,590.0,5000,5000,5000,26,2023-05-01,2023-06-01,20230424,5000,1.0,22.692307692307693,23.04.2023-590.0-22.692307692307693 Berlin,Neukölln,2023-06,52.4811497,13.4353501
488,488,8935452,www.wg-gesucht.de/wg-zimmer-in-Berlin.8935452.html,23.04.2023,"Berlin
                                                                    Berlin Charlottenburg Westend",Berlin,                                                                   Berlin Charlottenburg Westend,Muster Str. 1,750.0,5000,5000,5000,16,2023-07-01,,20230424,5000,,46.875,23.04.2023-750.0-46.875 Berlin,Charlottenburg,,52.515747,13.3096834
489,489,10025144,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10025144.html,23.04.2023,"Berlin
                                                                    Pankow Nähe Prenzlauer Berg",Berlin,                                                                   Pankow Nähe Prenzlauer Berg,Muster Str. 1,800.0,5000,5000,5000,18,2023-10-01,,20230424,5000,,44.44444444444444,23.04.2023-800.0-44.44444444444444 Berlin,Pankow,,52.5979174,13.435316
490,490,10004361,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.10004361.html,23.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,700.0,5000,5000,5000,30,2023-05-01,2023-05-31,20230424,5000,0.0,23.333333333333332,23.04.2023-700.0-23.333333333333332 Berlin,Berlin,2023-05,52.5170365,13.3888599
491,491,9268942,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mariendorf.9268942.html,23.04.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,680.0,5000,5000,5000,10,2023-07-01,,20230424,5000,,68.0,23.04.2023-680.0-68.0 Berlin,Neukölln,,52.4811497,13.4353501
492,492,10024967,www.wg-gesucht.de/wg-zimmer-in-Berlin.10024967.html,23.04.2023,"Berlin
                                                                    Friedrichshain-Kreuzberg",Berlin,                                                                   Friedrichshain-Kreuzberg,Muster Str. 1,650.0,5000,5000,5000,15,2023-05-01,2023-06-01,20230424,5000,1.0,43.333333333333336,23.04.2023-650.0-43.333333333333336 Berlin,Friedrichshain,2023-06,52.5122154,13.4502904
493,493,8075185,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.8075185.html,23.04.2023,"Berlin
                                                                    Mariendorf",Berlin,                                                                   Mariendorf,Muster Str. 1,325.0,5000,5000,5000,11,2023-06-01,,20230424,5000,,29.545454545454547,23.04.2023-325.0-29.545454545454547 Berlin,Mariendorf,,52.44008,13.3900277
494,494,4880633,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.4880633.html,23.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,680.0,5000,5000,5000,22,2023-05-01,2023-06-17,20230424,5000,1.0,30.90909090909091,23.04.2023-680.0-30.90909090909091 Berlin,Berlin,2023-06,52.5170365,13.3888599
495,495,6094835,www.wg-gesucht.de/wg-zimmer-in-Berlin-Weissensee.6094835.html,23.04.2023,"Berlin
                                                                    Moabit",Berlin,                                                                   Moabit,Muster Str. 1,600.0,5000,5000,5000,22,2023-05-01,,20230424,5000,,27.272727272727273,23.04.2023-600.0-27.272727272727273 Berlin,Moabit,,52.5301017,13.3425422
496,496,9825730,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.9825730.html,23.04.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,800.0,5000,5000,5000,24,2023-09-01,2023-12-31,20230424,5000,3.0,33.333333333333336,23.04.2023-800.0-33.333333333333336 Berlin,Kreuzberg,2023-12,52.4976443,13.411914
497,497,10016860,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10016860.html,23.04.2023,"Berlin
                                                                    Weißensee",Berlin,                                                                   Weißensee,Muster Str. 1,480.0,5000,5000,5000,12,2023-04-23,,20230424,5000,,40.0,23.04.2023-480.0-40.0 Berlin,Weißensee,,52.5546193,13.4630018
498,498,10025044,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin--Charlottenburg.10025044.html,23.04.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1050.0,5000,5000,5000,30,2023-05-01,,20230424,5000,,35.0,23.04.2023-1050.0-35.0 Berlin,Mitte,,52.5178855,13.4040601
500,500,10025025,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.10025025.html,25.04.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,450.0,5000,5000,5000,20,2023-04-26,,20230424,5000,,22.5,25.04.2023-450.0-22.5 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
501,501,9786182,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.9786182.html,25.04.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,440.0,5000,5000,5000,13,2023-04-26,,20230424,5000,,33.84615384615385,25.04.2023-440.0-33.84615384615385 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
502,502,10017568,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10017568.html,23.04.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,570.0,5000,5000,5000,25,2023-05-01,2023-06-30,20230424,5000,1.0,22.8,23.04.2023-570.0-22.8 Berlin,Schöneberg,2023-06,52.482157,13.3551901
503,503,9999305,www.wg-gesucht.de/wg-zimmer-in-Berlin-Panketal.9999305.html,23.04.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,540.0,5000,5000,5000,14,2023-04-30,2023-05-31,20230424,5000,1.0,38.57142857142857,23.04.2023-540.0-38.57142857142857 Berlin,Wedding,2023-05,52.550123,13.34197
504,504,9785067,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9785067.html,23.04.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,329.0,5000,5000,5000,20,2023-07-01,,20230424,5000,,16.45,23.04.2023-329.0-16.45 Berlin,Mitte,,52.5178855,13.4040601
505,505,10024951,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichtenberg.10024951.html,23.04.2023,"Berlin
                                                                    Panketal",Berlin,                                                                   Panketal,Muster Str. 1,540.0,5000,5000,5000,20,2023-08-01,,20230424,5000,,27.0,23.04.2023-540.0-27.0 Berlin,Berlin,,52.5170365,13.3888599
506,506,5885517,www.wg-gesucht.de/wg-zimmer-in-Berlin-Tegel.5885517.html,23.04.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,390.0,5000,5000,5000,9,2023-05-08,2023-07-31,20230424,5000,2.0,43.333333333333336,23.04.2023-390.0-43.333333333333336 Berlin,Kreuzberg,2023-07,52.4976443,13.411914
507,507,9946912,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.9946912.html,23.04.2023,"Berlin
                                                                    Lichtenberg",Berlin,                                                                   Lichtenberg,Muster Str. 1,600.0,5000,5000,5000,16,2023-05-01,2023-07-31,20230424,5000,2.0,37.5,23.04.2023-600.0-37.5 Berlin,Lichtenberg,2023-07,48.9212959,7.4812268
508,508,9557827,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.9557827.html,23.04.2023,"Berlin
                                                                    Tegel",Berlin,                                                                   Tegel,Muster Str. 1,590.0,5000,5000,5000,22,2023-04-30,,20230424,5000,,26.818181818181817,23.04.2023-590.0-26.818181818181817 Berlin,Tegel,,52.5873891,13.2790461
509,509,7949689,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.7949689.html,23.04.2023,"Berlin
                                                                    Friedrichshain-Kreuzberg",Berlin,                                                                   Friedrichshain-Kreuzberg,Muster Str. 1,650.0,5000,5000,5000,22,2023-05-01,2024-09-01,20230424,5000,16.0,29.545454545454547,23.04.2023-650.0-29.545454545454547 Berlin,Friedrichshain,2024-09,52.5122154,13.4502904
510,510,10024189,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichtenberg.10024189.html,23.04.2023,"Berlin
                                                                    Pankow",Berlin,                                                                   Pankow,Muster Str. 1,630.0,5000,5000,5000,20,2023-05-01,2024-12-31,20230424,5000,19.0,31.5,23.04.2023-630.0-31.5 Berlin,Pankow,2024-12,52.5979174,13.435316
511,511,10024892,www.wg-gesucht.de/wg-zimmer-in-Berlin-Hellersdorf.10024892.html,23.04.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,650.0,5000,5000,5000,24,2023-05-01,2023-10-31,20230424,5000,5.0,27.083333333333332,23.04.2023-650.0-27.083333333333332 Berlin,Wedding,2023-10,52.550123,13.34197
512,512,9960654,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mahlow.9960654.html,23.04.2023,"Berlin
                                                                    Lichtenberg",Berlin,                                                                   Lichtenberg,Muster Str. 1,450.0,5000,5000,5000,20,2023-06-01,,20230424,5000,,22.5,23.04.2023-450.0-22.5 Berlin,Lichtenberg,,48.9212959,7.4812268
513,513,9960683,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mahlow.9960683.html,23.04.2023,"Berlin
                                                                    Hellersdorf",Berlin,                                                                   Hellersdorf,Muster Str. 1,600.0,5000,5000,5000,15,2023-04-24,,20230424,5000,,40.0,23.04.2023-600.0-40.0 Berlin,Hellersdorf,,52.5366956,13.6048728
514,514,8899132,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedenau.8899132.html,23.04.2023,"Berlin
                                                                    Mahlow",Berlin,                                                                   Mahlow,Muster Str. 1,400.0,5000,5000,5000,13,2023-04-24,,20230424,5000,,30.76923076923077,23.04.2023-400.0-30.76923076923077 Berlin,Berlin,,52.5170365,13.3888599
515,515,9853227,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.9853227.html,23.04.2023,"Berlin
                                                                    Mahlow",Berlin,                                                                   Mahlow,Muster Str. 1,400.0,5000,5000,5000,12,2023-04-24,,20230424,5000,,33.333333333333336,23.04.2023-400.0-33.333333333333336 Berlin,Berlin,,52.5170365,13.3888599
516,516,10002673,www.wg-gesucht.de/wg-zimmer-in-Berlin-Reinickendorf.10002673.html,23.04.2023,"Berlin
                                                                    Friedenau",Berlin,                                                                   Friedenau,Muster Str. 1,790.0,5000,5000,5000,26,2023-07-03,2023-11-01,20230424,5000,4.0,30.384615384615383,23.04.2023-790.0-30.384615384615383 Berlin,Berlin,2023-11,52.5170365,13.3888599
517,517,8820000,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.8820000.html,23.04.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,750.0,5000,5000,5000,20,2023-04-23,,20230424,5000,,37.5,23.04.2023-750.0-37.5 Berlin,Berlin,,52.5170365,13.3888599
518,518,9898596,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.9898596.html,23.04.2023,"Berlin
                                                                    Reinickendorf",Berlin,                                                                   Reinickendorf,Muster Str. 1,280.0,5000,5000,5000,18,2023-05-01,2024-06-01,20230424,5000,13.0,15.555555555555555,23.04.2023-280.0-15.555555555555555 Berlin,Reinickendorf,2024-06,52.6047631,13.2952872
519,519,9467842,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.9467842.html,23.04.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1190.0,5000,5000,5000,28,2023-04-23,2023-06-30,20230424,5000,2.0,42.5,23.04.2023-1190.0-42.5 Berlin,Mitte,2023-06,52.5178855,13.4040601
520,520,10003949,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.10003949.html,25.04.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,420.0,5000,5000,5000,23,2023-04-26,,20230424,5000,,18.26086956521739,25.04.2023-420.0-18.26086956521739 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
521,521,1639585,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.1639585.html,25.04.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,400.0,5000,5000,5000,24,2023-04-26,,20230424,5000,,16.666666666666668,25.04.2023-400.0-16.666666666666668 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
522,522,10024664,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10024664.html,22.04.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,600.0,5000,5000,5000,17,2023-05-13,2023-06-01,20230424,5000,1.0,35.294117647058826,22.04.2023-600.0-35.294117647058826 Berlin,Charlottenburg,2023-06,52.515747,13.3096834
523,523,4051830,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.4051830.html,22.04.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,25.0,5000,5000,5000,16,2023-04-26,2023-08-28,20230424,5000,4.0,1.5625,22.04.2023-25.0-1.5625 Berlin,Mitte,2023-08,52.5178855,13.4040601
524,524,4503936,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.4503936.html,22.04.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,555.0,5000,5000,5000,17,2023-05-01,2023-12-31,20230424,5000,7.0,32.64705882352941,22.04.2023-555.0-32.64705882352941 Berlin,Kreuzberg,2023-12,52.4976443,13.411914
525,525,4178735,www.wg-gesucht.de/wg-zimmer-in-Berlin-Reinickendorf.4178735.html,22.04.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,565.0,5000,5000,5000,11,2023-05-01,,20230424,5000,,51.36363636363637,22.04.2023-565.0-51.36363636363637 Berlin,Charlottenburg,,52.515747,13.3096834
526,526,10000827,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.10000827.html,22.04.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,665.0,5000,5000,5000,16,2023-05-01,,20230424,5000,,41.5625,22.04.2023-665.0-41.5625 Berlin,Charlottenburg,,52.515747,13.3096834
527,527,9760550,www.wg-gesucht.de/wg-zimmer-in-Berlin.9760550.html,22.04.2023,"Berlin
                                                                    Reinickendorf",Berlin,                                                                   Reinickendorf,Muster Str. 1,650.0,5000,5000,5000,24,2023-04-22,,20230424,5000,,27.083333333333332,22.04.2023-650.0-27.083333333333332 Berlin,Reinickendorf,,52.6047631,13.2952872
528,528,4623501,www.wg-gesucht.de/wg-zimmer-in-Berlin.4623501.html,22.04.2023,"Berlin
                                                                    Charlottenburg-Wilmersdorf",Berlin,                                                                   Charlottenburg-Wilmersdorf,Muster Str. 1,350.0,5000,5000,5000,5,2023-06-01,2023-10-01,20230424,5000,4.0,70.0,22.04.2023-350.0-70.0 Berlin,Charlottenburg,2023-10,52.515747,13.3096834
529,529,7583284,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.7583284.html,22.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,25.0,5000,5000,5000,14,2023-04-26,2023-05-09,20230424,5000,1.0,1.7857142857142858,22.04.2023-25.0-1.7857142857142858 Berlin,Berlin,2023-05,52.5170365,13.3888599
530,530,9817919,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.9817919.html,22.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,750.0,5000,5000,5000,20,2023-07-01,2023-09-30,20230424,5000,2.0,37.5,22.04.2023-750.0-37.5 Berlin,Berlin,2023-09,52.5170365,13.3888599
531,531,9625994,www.wg-gesucht.de/wg-zimmer-in-Berlin-Tempelhof.9625994.html,22.04.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,899.0,5000,5000,5000,20,2023-05-01,,20230424,5000,,44.95,22.04.2023-899.0-44.95 Berlin,Charlottenburg,,52.515747,13.3096834
532,532,9766778,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.9766778.html,22.04.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,420.0,5000,5000,5000,13,2023-05-01,2023-10-31,20230424,5000,5.0,32.30769230769231,22.04.2023-420.0-32.30769230769231 Berlin,Wedding,2023-10,52.550123,13.34197
533,533,9902565,www.wg-gesucht.de/wg-zimmer-in-Berlin-Treptow-Koepenick.9902565.html,22.04.2023,"Berlin
                                                                    Tempelhof",Berlin,                                                                   Tempelhof,Muster Str. 1,750.0,5000,5000,5000,24,2023-05-01,,20230424,5000,,31.25,22.04.2023-750.0-31.25 Berlin,Tempelhof,,52.4632921,13.3864477
534,534,9728306,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9728306.html,22.04.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,600.0,5000,5000,5000,18,2023-01-04,2023-03-31,20230424,5000,2.0,33.333333333333336,22.04.2023-600.0-33.333333333333336 Berlin,Prenzlauer Berg,2023-03,52.5398466,13.4285652
535,535,9941234,www.wg-gesucht.de/wg-zimmer-in-Berlin-Spandau.9941234.html,22.04.2023,"Berlin
                                                                    Treptow/ Köpenick",Berlin,                                                                   Treptow/ Köpenick,Muster Str. 1,580.0,5000,5000,5000,15,2023-10-01,2024-02-29,20230424,5000,4.0,38.666666666666664,22.04.2023-580.0-38.666666666666664 Berlin,Köpenick,2024-02,52.4539099,13.5764126
536,536,9941209,www.wg-gesucht.de/wg-zimmer-in-Berlin-Spandau.9941209.html,22.04.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,260.0,5000,5000,5000,15,2023-05-10,2023-05-17,20230424,5000,0.0,17.333333333333332,22.04.2023-260.0-17.333333333333332 Berlin,Kreuzberg,2023-05,52.4976443,13.411914
